label,link,specialization,films_years,description
Екатерина Варкова,https://www.kinopoisk.ru/name/3922429,Актриса,"4, 2008 — 2016",Краткий курс счастливой жизни
Иван Бортник,https://www.kinopoisk.ru/name/231570,Актер,"58, 1962 — 2010","Родня,Старшина,Зеркало для героя,Мусульманин,Иван да Марья,По ту сторону волков,Сонька Золотая Ручка,Место встречи изменить нельзя,Наше призвание"
Мария Вишневецкая,https://www.kinopoisk.ru/name/6837964,Художник,"9, 2020 — 2024","Игра на выживание,Трепачи,Сама виновата?"
Евгений Касперский,https://www.kinopoisk.ru/name/3710785,Продюсер,"3, 2020 — 2020",
Никита Топилин,https://www.kinopoisk.ru/name/2615525,Актер,"2, 2012 — 2013",
Юрий Романов,https://www.kinopoisk.ru/name/2953207,"Актер дубляжа,Актер","224, 1993 — 2024","Снежная королева: Разморозка,Супергерои.ру,Три кота,Объяснялкины"
Александр Романов,https://www.kinopoisk.ru/name/7175727,Композитор,"2, 2022 — 2022",
Андрей Гаркунов,https://www.kinopoisk.ru/name/5054169,Актер,"18, 2009 — 2022","Африка,Молодёжка,Гадалка,Консультант,Ростов,СМЕРШ"
Людмила Руденко,https://www.kinopoisk.ru/name/3647856,Актриса,"1, 2014 — 2014",
Андрей Золотков,https://www.kinopoisk.ru/name/3915567,"Режиссер,Монтажер,Актер,Сценарист,Композитор","6, 2009 — 2023",
Анастасия Касилова,https://www.kinopoisk.ru/name/1689799,"Актриса,Сценарист","37, 2004 — 2021","Отряд,Судьба по имени любовь,Женский доктор,Остров ненужных людей,Порох и дробь"
Константин Мурзенко,https://www.kinopoisk.ru/name/224740,"Актер,Сценарист,Режиссер","82, 1995 — 2024","Небо. Самолет. Девушка.,Мама, не горюй,Брат 2,Король и Шут: Сказка о Горшке и Князе,Богиня: Как я полюбила,Хороший человек,Король и Шут,Гостиница «Россия»,Беспринципные,Временно недоступен"
Александра Володина-Фроленкова,https://www.kinopoisk.ru/name/2616000,Актриса,"11, 2005 — 2023",22 июня. Роковые решения
Иван Соловьев,https://www.kinopoisk.ru/name/1828844,"Актер,Композитор","42, 2007 — 2023","Звёзды мне укажут путь,Раскол,До свидания, мальчики,Я вернусь,Черная кошка,Дурная кровь"
Михаил Марфин,https://www.kinopoisk.ru/name/1629045,"Сценарист,Актер","12, 2001 — 2016",
Mary Kalisy,https://www.kinopoisk.ru/name/5286166,Актриса,"4, 1999 — 2015",
Ксения Орлова,https://www.kinopoisk.ru/name/3625905,Актриса,"5, 2014 — 2022",Как Витька Чеснок вёз Лёху Штыря в дом инвалидов
Тамара Сёмина,https://www.kinopoisk.ru/name/268123,"Актриса,Актриса дубляжа","181, 1955 — 2022","Коллеги,Воскресение,Человек, которого я люблю,Одиноким предоставляется общежитие,Еще люблю, еще надеюсь,Вечный зов,Линия Марты,Любимые женщины Казановы,Большое небо,Охотники за бриллиантами"
Кристина Петрова,https://www.kinopoisk.ru/name/6910141,Актриса,"1, 2010 — 2010",
Тимур Ганеев,https://www.kinopoisk.ru/name/2974051,"Оператор,Режиссер,Продюсер","6, 2010 — 2022",
Светлана Нарышкина,https://www.kinopoisk.ru/name/4376976,Актриса,"1, 2016 — 2016",
Linda Idrisova,https://www.kinopoisk.ru/name/4542031,Актриса,"1, 2015 — 2015",
Николай Коляда,https://www.kinopoisk.ru/name/284573,"Актер,Сценарист","12, 1991 — 2023",Петровы в гриппе
Никита Витов,https://www.kinopoisk.ru/name/2758978,Актер дубляжа,"3, 2001 — 2008",
Пётр Чайковский,https://www.kinopoisk.ru/name/176164,"Композитор,Сценарист","122, 1911 — 2023","Байкал. Удивительные приключения Юмы,Лебединое озеро,Щелкунчик и волшебная флейта,Евгений Онегин,Пиковая дама,Что? Где? Когда?"
Настасья Черткова,https://www.kinopoisk.ru/name/3996608,"Актриса,Актриса дубляжа","4, 2012 — 2018","Частное пионерское. Ура, каникулы!!!,Ивановы-Ивановы"
Алёна Митюшкина,https://www.kinopoisk.ru/name/3923048,Актриса,"51, 2004 — 2024","Крёстный,Формула преступления,Знахарь,Ментовские войны 7,Знахарь 2"
Кристина Валиулина,https://www.kinopoisk.ru/name/7199497,Актриса,"1, 2022 — 2022",
Екатерина Бардыш,https://www.kinopoisk.ru/name/6931347,Композитор,"1, 2022 — 2022",
Ася Громова,https://www.kinopoisk.ru/name/4437791,Актриса,"9, 2017 — 2022","257 причин, чтобы жить,Отчий берег,Русские горки,Мылодрама 2"
Сергей Потапов,https://www.kinopoisk.ru/name/1759157,Актер,"13, 2004 — 2017","Слава,Власик. Тень Сталина,Раскол,Фурцева. Легенда о Екатерине"
Ольга Немогай,https://www.kinopoisk.ru/name/2284447,Актриса,"6, 2007 — 2023",
Сандра Люберц,https://www.kinopoisk.ru/name/3625745,Актриса,"9, 2005 — 2018",
Айна Вильберг,https://www.kinopoisk.ru/name/4534305,Актриса,"4, 2012 — 2013",
Никита Земляной,https://www.kinopoisk.ru/name/10121116,Оператор,"1, 2022 — 2022",
Элина Дзелме,https://www.kinopoisk.ru/name/4740886,Актриса,"1, 2017 — 2017",
Юрий Беленький,https://www.kinopoisk.ru/name/284581,"Продюсер,Сценарист,Режиссер,Актер","41, 1990 — 2018",Простые истины
Светлана Филиппова,https://www.kinopoisk.ru/name/256961,"Режиссер,Сценарист,Монтажер,Художник,Оператор","8, 1998 — 2023",
Светлана Первушина,https://www.kinopoisk.ru/name/3592669,Актриса,"15, 2011 — 2022","Домашний арест,Обоюдное согласие,Почка,Красавчик"
Людмила Курепова,https://www.kinopoisk.ru/name/617257,Актриса,"30, 1989 — 2016","Экипаж,Агентство НЛС,Убойная сила,Империя под ударом,Спецназ 2,Брак по завещанию"
Андрей Грейчайник,https://www.kinopoisk.ru/name/6960119,,1,
Дарья Гуцул,https://www.kinopoisk.ru/name/3722052,Актриса,"1, 2014 — 2014",
Аркадий Черкашин,https://www.kinopoisk.ru/name/5078585,"Актер,Композитор","9, 2004 — 2023","Гранд,Безсоновъ"
Марина Игнатова,https://www.kinopoisk.ru/name/307384,Актриса,"36, 1982 — 2022","Дом, который построил Свифт,Ментовские войны — Эпилог,Скажи ей,Ментовские войны 5,Ментовские войны 6,Ментовские войны,Ментовские войны 2,Ментовские войны 7"
Multiverse,https://www.kinopoisk.ru/name/4174653,,2,
Дмитрий Климашенко,https://www.kinopoisk.ru/name/2336057,"Актер,Композитор","3, 2005 — 2010",
Игорь Абидов,https://www.kinopoisk.ru/name/2615727,"Монтажер,Режиссер,Сценарист","12, 2011 — 2023",Полицейский с Рублёвки
Сергей Краснов,https://www.kinopoisk.ru/name/1230535,"Актер,Режиссер,Продюсер","69, 1997 — 2023","Розыск 3,Тайна Лилит,Девочки не сдаются,Алиса против правил,Убойная сила"
Ирина Метлицкая,https://www.kinopoisk.ru/name/101950,Актриса,"24, 1979 — 1995","Танцующие призраки,Куколка,Палач,Прибытие поезда,Расписание на послезавтра"
Бахыт Хаджибаев,https://www.kinopoisk.ru/name/6864751,Актер,"3, 2022 — 2023","Мыржакып. Проснись, казах!,Время патриотов,Пленники"
